SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
COMMOIETF,EQ,89.31,90.46,88.75,89.09,89.43,88.69,19308,1725551.69,18-MAY-2024,215,INF109KC19O8,
COMPUSOFT,EQ,34.45,34.8,33.7,34.35,34.45,34.05,40170,1378653.1,18-MAY-2024,347,INE453B01029,
COMSYN,EQ,70.8,72.3,67.5,70.05,69.5,70.65,4441,311398.85,18-MAY-2024,38,INE073V01015,
CONCOR,EQ,1102,1110,1098.05,1100.9,1101.7,1087.05,733169,809394037.05,18-MAY-2024,20528,INE111A01025,
CONCORDBIO,EQ,1435,1503.25,1435,1492.45,1497,1431.7,13723,20243862.6,18-MAY-2024,1562,INE338H01029,
CONFIPET,EQ,84,85.8,84,85.4,85.35,83.65,290281,24747756.9,18-MAY-2024,1606,INE552D01024,
CONS,EQ,106.65,107.33,106.62,106.7,106.62,106.36,343,36635.12,18-MAY-2024,14,INF174KA1JE5,
CONSOFINVT,EQ,230.05,237.9,225,227.8,228,229.95,8461,1924364.65,18-MAY-2024,309,INE025A01027,
CONSUMBEES,EQ,116.22,117.22,115.95,116.98,117,116.37,15597,1823203.53,18-MAY-2024,278,INF204KA1LD7,
CONSUMIETF,EQ,110.75,110.75,107.66,108.22,108.01,108.05,3893,420805.97,18-MAY-2024,56,INF109KC1V42,
CONTROLPR,EQ,895,905.05,889,898.95,900,899.7,3540,3177093.25,18-MAY-2024,492,INE663B01015,
COOLCAPS,SM,440,442,436,436,436,421,1000,439500,18-MAY-2024,4,INE0HS001010,
CORALFINAC,BE,45.5,46,42.6,43.95,43.85,44.75,9144,403681.25,18-MAY-2024,54,INE558D01021,
CORDSCABLE,EQ,225.9,228.1,221.2,228.1,228.1,217.25,128352,29149730.25,18-MAY-2024,1162,INE792I01017,
COROMANDEL,EQ,1260.2,1268,1241.55,1250.4,1255,1260.2,23079,28984935.95,18-MAY-2024,2596,INE169A01031,
COSMOFIRST,EQ,611.35,619.95,601,604.15,603.7,610.05,13593,8251037.1,18-MAY-2024,656,INE757A01017,
COUNCODOS,EQ,6.3,6.4,6.2,6.25,6.3,6.4,113202,712939.05,18-MAY-2024,114,INE695B01025,
CPSEETF,EQ,88.99,89.65,88.7,89.34,89.35,88.7,598059,53417419.95,18-MAY-2024,3828,INF457M01133,
CRAFTSMAN,EQ,4437.2,4477,4433.4,4446.9,4452.85,4437.2,3697,16470917.45,18-MAY-2024,635,INE00LO01017,
CRAYONS,SM,123.2,123.2,119.1,121.15,121.15,117.45,13000,1578050,18-MAY-2024,12,INE0OFK01019,
CREATIVE,EQ,785,788,765,781.25,776,778.65,2530,1973061.15,18-MAY-2024,144,INE985W01018,
CREATIVEYE,BE,5.9,6.15,5.6,6.05,6.1,5.9,6215,37454.65,18-MAY-2024,29,INE230B01021,
CREDITACC,EQ,1411,1441.15,1411,1424.6,1429,1411.2,15407,22010134.95,18-MAY-2024,1349,INE741K01010,
CREST,EQ,387.95,403,386.5,395.5,396,384.05,20026,7923051.8,18-MAY-2024,385,INE559D01011,
CRISIL,EQ,4330,4464,4316.05,4435.9,4447.9,4366.5,9805,43345190.8,18-MAY-2024,1271,INE007A01025,
CROMPTON,EQ,391.8,410,388.3,401.95,401.8,391.9,2131340,859991524.25,18-MAY-2024,29669,INE299U01018,
CROWN,BE,209.8,209.8,209.8,209.8,209.8,214.05,874,183365.2,18-MAY-2024,21,INE491V01019,
CSBBANK,EQ,342.8,348,340.05,346,345.75,341.55,46265,15956788.2,18-MAY-2024,1399,INE679A01013,
CSLFINANCE,EQ,412.35,419.8,410,413.65,411,412,19645,8128718.25,18-MAY-2024,444,INE718F01018,
CTE,BE,85.95,86,85.95,86,86,85.95,1200,103195,18-MAY-2024,5,INE627H01017,
CUB,EQ,152.9,154.95,151.7,153.1,153.25,151.85,280452,42807105,18-MAY-2024,1909,INE491A01021,
CUBEXTUB,BE,107.2,107.2,107.2,107.2,107.2,105.1,525,56280,18-MAY-2024,3,INE144D01012,
CUMMINSIND,EQ,3816,3895,3800.05,3872.85,3832,3790.85,54773,211123079.8,18-MAY-2024,6295,INE298A01020,
CUPID,BE,97.2,97.7,96,96.45,96.6,96.7,104036,10039112.55,18-MAY-2024,1605,INE509F01029,
CYBERMEDIA,BE,25.1,25.7,23.45,24.35,25.15,24.5,3019,73992.8,18-MAY-2024,58,INE278G01037,
CYBERTECH,EQ,154,156.9,153.2,155.7,155.15,152.75,8614,1337949.5,18-MAY-2024,255,INE214A01019,
CYIENT,EQ,1783.3,1790.75,1765.25,1778,1779,1773.5,22242,39570112.7,18-MAY-2024,3081,INE136B01020,
CYIENTDLM,EQ,676.95,692.65,675.5,689.75,691,675.5,57144,39228213.55,18-MAY-2024,2656,INE055S01018,
DABUR,EQ,539.45,545.2,535,540,539,535.8,140424,75775878.7,18-MAY-2024,4558,INE016A01026,
DALBHARAT,EQ,1817.4,1823.2,1808.05,1818.95,1814,1814.5,20499,37263240,18-MAY-2024,2051,INE00R701025,
DALMIASUG,EQ,383.7,387,381.6,384.7,384,383,7714,2970974.85,18-MAY-2024,435,INE495A01022,
DAMODARIND,EQ,49,51,48.35,49.1,49.5,49.65,5705,281206.85,18-MAY-2024,104,INE497D01022,
DANGEE,EQ,8.45,8.45,8.3,8.4,8.35,8.35,70848,594733.55,18-MAY-2024,150,INE688Y01022,
DATAMATICS,EQ,575.7,599.4,570.1,598.3,597,570.9,99047,58736646.1,18-MAY-2024,2705,INE365B01017,
DATAPATTNS,EQ,3201,3348.2,3199.95,3321.05,3308,3188.8,255937,845126426.7,18-MAY-2024,17465,INE0IX101010,
DAVANGERE,EQ,100.95,100.95,99,100.35,100.25,100.05,29146,2918790.75,18-MAY-2024,272,INE179G01011,
DBCORP,EQ,279.7,283.25,277.4,279,280.9,278.7,15919,4453481.85,18-MAY-2024,353,INE950I01011,
DBL,EQ,440.3,447.5,438,444.4,444.9,440.3,56537,25092857.4,18-MAY-2024,2388,INE917M01012,
DBOL,EQ,123,123.95,122,123,123.3,122.6,18087,2228173.35,18-MAY-2024,362,INE0I3401014,
DBREALTY,EQ,210,212.2,207.7,209.2,209.3,210.3,626966,131452922.65,18-MAY-2024,5081,INE879I01012,
DBSTOCKBRO,EQ,60.15,62.4,58.5,60.4,59.5,60.15,14590,887045.15,18-MAY-2024,260,INE921B01025,
DCAL,EQ,194.5,199.85,194.45,196.6,196.8,193.45,120421,23630583,18-MAY-2024,1919,INE385W01011,
DCBBANK,EQ,132.4,133.1,131.05,131.85,131.85,130.8,208427,27480303.7,18-MAY-2024,2166,INE503A01015,
DCG,SM,94.7,95,93.05,94.5,93.05,92.6,19200,1813680,18-MAY-2024,16,INE0S8401018,
DCI,BE,218.1,218.1,210.25,217.95,217.95,218.1,118,25450.35,18-MAY-2024,18,INE0A1101019,
DCM,EQ,74.75,75.55,72.45,74.5,74.4,74.15,3357,248015.45,18-MAY-2024,82,INE498A01018,
DCMFINSERV,BE,5.65,5.65,5.2,5.3,5.5,5.45,9956,53040.3,18-MAY-2024,44,INE891B01012,
DCMNVL,EQ,203.9,207.5,199.5,201.6,203,203.45,9810,1986651.3,18-MAY-2024,153,INE08KP01019,
DCMSHRIRAM,EQ,997.35,1010,996,1002.85,1004,997.35,6235,6258333.75,18-MAY-2024,707,INE499A01024,
DCMSRIND,EQ,219.25,224,210.8,219.7,219.7,215.35,191134,41627088.9,18-MAY-2024,3251,INE843D01027,
DCW,EQ,52.45,53.1,51.9,52.2,52.15,52.15,486420,25528005.9,18-MAY-2024,1729,INE500A01029,
DCXINDIA,EQ,316,330.9,316,329.75,330.8,315.15,463768,151528272.55,18-MAY-2024,7979,INE0KL801015,
DECCANCE,EQ,606.05,621.55,585,614.2,618,610.7,366,223939.05,18-MAY-2024,72,INE583C01021,
DEEM,SM,106.3,108.3,106.3,107.95,108,107,7000,752800,18-MAY-2024,6,INE586O01011,
DEEPAKFERT,EQ,559,560.95,541,556,556.6,556.85,40600,22558397.5,18-MAY-2024,1932,INE501A01019,
DEEPAKNTR,EQ,2495,2545,2475,2527.15,2488,2474.65,102435,258003478.5,18-MAY-2024,9020,INE288B01029,
DEEPENR,EQ,180,185,179,181.75,182.5,179.2,3265,595108.5,18-MAY-2024,84,INE677H01012,
DEEPINDS,EQ,296.7,298.5,292.9,293.65,293.8,295.35,17998,5327914.1,18-MAY-2024,773,INE0FHS01024,
DELAPLEX,SM,237.1,246,236,239.85,246,239,3600,863430,18-MAY-2024,6,INE0SK801018,
DELHIVERY,EQ,455.05,460,431.1,434.85,431.1,453.75,1027013,453990042.45,18-MAY-2024,17136,INE148O01028,
DELPHIFX,EQ,220,220,212.05,213.05,212.8,209.55,4217,905646.6,18-MAY-2024,60,INE726L01019,
DELTACORP,EQ,121,122.85,120.2,122.1,122.2,120.6,397125,48448453.35,18-MAY-2024,4232,INE124G01033,
DELTAMAGNT,EQ,99.25,102.8,99.25,100.75,100.2,100.3,2484,249222.8,18-MAY-2024,36,INE393A01011,
DEN,EQ,51.45,52,51.1,51.2,51.3,51.25,348291,17927007.1,18-MAY-2024,1309,INE947J01015,
DENORA,EQ,1680,1699.85,1655,1668.05,1678.15,1651.7,9521,16001666.8,18-MAY-2024,1198,INE244A01016,
DENTALKART,SM,559.95,564.9,547,559.75,559,563.2,13750,7645687.5,18-MAY-2024,51,INE0N5801013,
DEVIT,EQ,114.6,114.6,108.95,110.5,110.2,109.85,537,59104.15,18-MAY-2024,32,INE060X01026,
DEVYANI,EQ,152.85,153.4,151.75,152.35,152.55,152.2,314435,47903194.45,18-MAY-2024,3891,INE872J01023,
DHAMPURSUG,EQ,227.85,229.95,224.55,227.4,228,228,43969,10010971.7,18-MAY-2024,1429,INE041A01016,
DHANBANK,BE,42.45,42.5,42,42.35,42.3,42.3,245694,10419024.1,18-MAY-2024,990,INE680A01011,
DHANI,EQ,46.4,47.45,46.25,47.15,47.35,46.4,822758,38672394.55,18-MAY-2024,2044,INE274G01010,
DHANUKA,EQ,1340,1340,1307.05,1315.65,1325,1323.95,5935,7835884.55,18-MAY-2024,987,INE435G01025,
DHARMAJ,EQ,229.85,231.95,220.15,227.8,229,228.65,13890,3155335.25,18-MAY-2024,552,INE00OQ01016,
DHRUV,BE,119.5,123,115,121.15,122,119.5,11579,1366891.75,18-MAY-2024,75,INE506Z01015,
DHUNINV,EQ,1203,1234.95,1182.75,1219.25,1220,1182.75,575,695564.55,18-MAY-2024,112,INE320L01011,
DIACABS,BE,1021.65,1021.65,1021.65,1021.65,1021.65,1001.65,608,621163.2,18-MAY-2024,16,INE989C01020,
DIAMINESQ,EQ,546.75,567.9,546.75,563.95,561,556.85,3691,2075302.7,18-MAY-2024,304,INE591D01014,
DIAMONDYD,EQ,858,874.9,858,861.35,861.4,857.9,9202,7953221.85,18-MAY-2024,352,INE393P01035,
DICIND,EQ,489.9,499,486.45,489.9,488.1,483.45,4222,2077794.05,18-MAY-2024,153,INE303A01010,
DIGIDRIVE,BE,38.8,39.45,38.1,39.25,39.25,38.65,3049,119375.75,18-MAY-2024,50,INE0PSC01024,
DIGIKORE,SM,484.65,499.85,483,492.5,494.95,484.65,2200,1070430,18-MAY-2024,11,INE0QJ901011,
DIGISPICE,EQ,30,30.5,29.6,29.95,29.75,29.05,123505,3713830.85,18-MAY-2024,519,INE927C01020,
DIGJAMLMTD,BE,83.85,83.85,83.85,83.85,83.85,88,9,754.65,18-MAY-2024,1,INE731U01028,
DIL,EQ,8,8.1,8,8,8.05,8,127923,1026259.85,18-MAY-2024,332,INE411Y01011,
DISHTV,EQ,16.45,16.6,16.4,16.55,16.55,16.4,1639263,27138169.8,18-MAY-2024,1705,INE836F01026,
DIVGIITTS,EQ,830,841,814,822.85,822,829.85,10374,8569923.6,18-MAY-2024,747,INE753U01022,
DIVISLAB,EQ,3887.05,3965,3870,3929,3928,3910.75,31964,125041150.3,18-MAY-2024,3752,INE361B01024,
DIVOPPBEES,EQ,76.19,77.88,75.57,75.95,76.25,75.57,12836,976715.55,18-MAY-2024,204,INF204KA1MS3,
DIXON,EQ,8998.4,9050,8849.15,8948.85,8954,8938.4,55711,497867584.65,18-MAY-2024,8443,INE935N01020,
DJML,BE,315,318,301.5,313.1,311.8,315.05,22658,7109955.2,18-MAY-2024,175,INE0B1K01014,
DKEGL,SM,64,64,64,64,64,64,3000,192000,18-MAY-2024,2,INE0GN101014,
DLF,EQ,850.75,854.4,846,851.4,850.35,848.75,267052,227375936.5,18-MAY-2024,8364,INE271C01023,
DLINKINDIA,EQ,419.7,426.2,415.7,416.9,415.85,421.1,62607,26264970.9,18-MAY-2024,1811,INE250K01012,
DMART,EQ,4694.3,4694.3,4618.65,4670.65,4674.65,4682.9,17889,83471042.8,18-MAY-2024,3233,INE192R01011,
DMCC,EQ,316.05,326.85,316.05,321.4,319.75,317.7,3738,1207678.45,18-MAY-2024,224,INE505A01010,
DNAMEDIA,EQ,4.55,4.55,4.35,4.55,4.55,4.35,42722,194324.1,18-MAY-2024,27,INE016M01021,
DODLA,EQ,996.25,1025,985,1010.65,1017.15,983,89454,90285855.8,18-MAY-2024,3029,INE021O01019,
DOLATALGO,EQ,156,162.4,156,162.4,162.4,154.7,850927,137013175.6,18-MAY-2024,6521,INE966A01022,
DOLLAR,EQ,620.15,634.2,620.15,626.2,625.2,618.65,39734,24919061.2,18-MAY-2024,1430,INE325C01035,
DOLLEX,SM,44.95,44.95,42.5,43.7,42.5,44.15,8000,349800,18-MAY-2024,2,INE0JHH01011,
DOLPHIN,BE,860.55,860.55,860.55,860.55,860.55,819.6,1971,1696144.05,18-MAY-2024,24,INE920A01037,
DOMS,EQ,1820,1829.85,1815,1817.65,1817.5,1820.6,1497,2724938.1,18-MAY-2024,278,INE321T01012,
DONEAR,EQ,102.25,103.6,101.5,102.05,102,102.85,27324,2793317.65,18-MAY-2024,266,INE668D01028,
DPABHUSHAN,EQ,1350,1401.3,1349.95,1401.3,1400,1334.6,33697,46824134.7,18-MAY-2024,1025,INE266Y01019,
DPSCLTD,EQ,17.95,18.05,17.6,17.75,17.85,17.6,101596,1808205.8,18-MAY-2024,645,INE360C01024,
DPWIRES,EQ,506.15,514.95,500.05,504.65,504.9,506,18680,9486241.1,18-MAY-2024,1844,INE864X01013,
DRCSYSTEMS,EQ,19.5,19.5,18.95,19.2,19.3,19,292619,5605165.75,18-MAY-2024,145,INE03RS01027,
DREAMFOLKS,EQ,519.85,523.6,505,517.75,517.95,516.45,40833,21149257.75,18-MAY-2024,2020,INE0JS101016,
DREDGECORP,EQ,853.8,865.65,840.3,849.7,850.3,824.45,130792,111903653.6,18-MAY-2024,3610,INE506A01018,
DRONE,SM,291.2,291.95,282,283.9,285,291.7,52000,14880350,18-MAY-2024,47,INE0P7201019,
DRREDDY,EQ,5810.95,5849.15,5800.15,5811.6,5810,5799.55,22645,131788036.8,18-MAY-2024,4300,INE089A01023,
DSSL,EQ,1258.95,1258.95,1215,1236.7,1226.1,1234.75,8800,10853572.2,18-MAY-2024,761,INE417B01040,
DTIL,EQ,201.3,206.95,197,201.65,200.05,197.4,2583,519353.85,18-MAY-2024,103,INE341R01014,
DUCON,BE,8.35,8.55,8,8.2,8.2,8.2,437132,3593270.95,18-MAY-2024,458,INE741L01018,
DUGLOBAL,SM,84.85,84.85,83.95,83.95,83.95,82.45,7500,631875,18-MAY-2024,3,INE0HPK01020,
DVL,EQ,326,335.25,321,335.25,335.25,319.3,35285,11777067.2,18-MAY-2024,646,INE477B01010,
DWARKESH,EQ,71.8,72.6,71.3,71.6,71.9,71.35,200618,14421015.45,18-MAY-2024,2061,INE366A01041,
DYCL,EQ,558.95,579,558,572.75,575,557.9,50813,29033795.35,18-MAY-2024,1761,INE600Y01019,
DYNAMATECH,EQ,8609.35,8650,8490,8526.35,8500,8609.35,1093,9340047.95,18-MAY-2024,410,INE221B01012,
DYNAMIC,SM,279,287.3,276.1,277.3,276.1,279.85,22000,6187450,18-MAY-2024,22,INE0DZ701010,
DYNPRO,EQ,269.95,274.9,263,264.65,265.05,264.95,6034,1606431.15,18-MAY-2024,210,INE256H01015,
E2E,BE,1006.05,1051,1006.05,1021.65,1029,1023.95,5670,5792820.2,18-MAY-2024,268,INE255Z01019,
EASEMYTRIP,EQ,44.3,45.5,44.25,45.4,45.45,44.25,4466362,200860682.05,18-MAY-2024,7584,INE07O001026,
EBBETF0425,EQ,1208.26,1209.75,1208.25,1208.55,1208.25,1208.74,297,358975.1,18-MAY-2024,13,INF754K01LD3,
EBBETF0430,EQ,1385,1385,1364,1364.11,1367.99,1366.42,1305,1780514.83,18-MAY-2024,49,INF754K01KO2,
EBBETF0431,EQ,1219.65,1220.6,1219.01,1220.57,1220.6,1219.52,389,474683.03,18-MAY-2024,18,INF754K01LE1,
EBBETF0433,EQ,1112.06,1115.99,1112.05,1115.1,1115.1,1115.34,1344,1496971.07,18-MAY-2024,19,INF754K01QX0,
ECLERX,EQ,2317.9,2381,2314.95,2366.2,2359.95,2278.8,22578,53142360,18-MAY-2024,5544,INE738I01010,
EDELWEISS,EQ,85.5,87.2,85.2,86.5,86.45,85.2,1758484,152269985.8,18-MAY-2024,7863,INE532F01054,
EDUCOMP,BZ,3.5,3.5,3.3,3.3,3.3,3.45,4321,14474,18-MAY-2024,15,INE216H01027,
EFACTOR,SM,141,141.5,136.05,139.5,136.05,139,2400,334840,18-MAY-2024,3,INE0KFF01017,
EFORCE,SM,91.95,92.95,90.55,92,92.5,91.95,12000,1098600,18-MAY-2024,10,INE0Q1W01012,
EGOLD,EQ,76.4,76.85,71.2,76,76,74.5,456,34528.5,18-MAY-2024,18,INF754K01SE6,
EICHERMOT,EQ,4717.9,4717.9,4667,4684.4,4685,4693.9,23597,110568329.15,18-MAY-2024,2843,INE066A01021,
EIDPARRY,EQ,639.95,640,634.1,635.95,636,636.4,22829,14559767.65,18-MAY-2024,1459,INE126A01031,
EIFFL,EQ,134.35,134.35,130.05,132.7,132.7,131.6,63,8278.75,18-MAY-2024,8,INE546V01010,
EIHAHOTELS,EQ,775.55,785.95,764.2,770.85,773.55,775.5,3662,2847958.75,18-MAY-2024,226,INE276C01014,
EIHOTEL,EQ,484.85,487.25,478.4,481.15,480.9,482.75,29366,14160714.4,18-MAY-2024,1646,INE230A01023,
EIMCOELECO,EQ,2065,2065,1960,1995.4,1997,1978.45,1132,2259114.15,18-MAY-2024,126,INE158B01016,
EKC,EQ,142.45,145.5,141.5,143.6,143.9,141.6,61367,8778599.7,18-MAY-2024,1342,INE184H01027,
ELDEHSG,EQ,1050,1099,1041.1,1074.2,1069.6,1058.85,1901,2017094,18-MAY-2024,151,INE668G01021,
ELECON,EQ,1147,1154.5,1132.05,1144.7,1145.9,1143.1,24385,27994864.55,18-MAY-2024,1947,INE205B01023,
ELECTCAST,EQ,174.2,178.7,174.05,178.25,178.3,174.05,389778,69090934.85,18-MAY-2024,4080,INE086A01029,
ELECTHERM,BE,799,800,799,800,800,798,2737,2188783,18-MAY-2024,38,INE822G01016,
ELGIEQUIP,EQ,629.7,639.9,625,636.3,637.5,627.25,29019,18381048.9,18-MAY-2024,954,INE285A01027,
ELGIRUBCO,EQ,64.5,64.5,61.4,62.7,62.6,62.15,20891,1308931.2,18-MAY-2024,207,INE819L01012,
ELIN,EQ,168.95,168.95,163,166.4,164.35,163.75,36572,6062731.2,18-MAY-2024,846,INE050401020,
EMAMILTD,EQ,517.05,523.4,515,516.65,516.4,516.4,20756,10769424.6,18-MAY-2024,1256,INE548C01032,
EMAMIPAP,EQ,112.65,113.2,111.5,112.1,112,112,7891,885686,18-MAY-2024,189,INE830C01026,
EMAMIREAL,EQ,108,110.5,107.95,109.6,109,108.6,13602,1489011.4,18-MAY-2024,172,INE778K01012,
EMBASSY,RR,338.1,356.34,338.1,356.06,356,339.38,205614,72339689.59,18-MAY-2024,4044,INE041025011,
EMIL,EQ,224.9,227.25,222.05,224.85,224.8,224.05,55781,12546840.15,18-MAY-2024,1268,INE02YR01019,
EMKAY,EQ,171.1,173,163.2,164.65,164.55,170.05,34797,5800058.25,18-MAY-2024,627,INE296H01011,
EMMBI,EQ,108,114.1,106.75,112.35,111.5,108.75,69443,7818330.35,18-MAY-2024,1094,INE753K01015,
EMMIL,ST,346.8,368,346.8,352.95,356,365.05,330000,116684850,18-MAY-2024,231,INE0S1L01013,
EMSLIMITED,EQ,454.9,458.9,452.05,453.65,454,452.5,33855,15409418.55,18-MAY-2024,1726,INE0OV601013,
EMUDHRA,EQ,794.85,829.3,794.85,822.4,825,792.85,77788,63497094.8,18-MAY-2024,4383,INE01QM01018,
ENDURANCE,EQ,2189,2198,2170.1,2188.05,2187.5,2168.2,14130,30918280.75,18-MAY-2024,1355,INE913H01037,
ENERGYDEV,EQ,23.7,23.7,22.65,23.25,23.45,23.2,21411,499803.45,18-MAY-2024,190,INE306C01019,
ENFUSE,SM,118.1,119.85,118.1,119.05,118.6,120,4800,570240,18-MAY-2024,4,INE0S3X01014,
ENGINERSIN,EQ,264.6,272.4,264,270.15,268.85,262.95,4809066,1292739348.1,18-MAY-2024,30521,INE510A01028,
ENIL,EQ,240,243,238.05,241.55,241.1,239.55,8376,2016714.9,18-MAY-2024,362,INE265F01028,
ENSER,SM,92.95,93.25,91,93.25,93.25,88.85,30000,2777300,18-MAY-2024,14,INE0R9I01013,
ENTERO,EQ,1050,1061.95,1041.85,1054.5,1048.2,1043.9,5047,5298316.95,18-MAY-2024,661,INE010601016,
EPACK,EQ,182.55,182.8,180,181.4,182.25,180.05,63468,11539882.55,18-MAY-2024,1320,INE0G5901015,
EPIGRAL,EQ,1285.2,1298.9,1269,1281.1,1288,1274.25,10837,13967081,18-MAY-2024,924,INE071N01016,
EPL,EQ,196.25,198,195.05,197.2,197.15,195.2,143302,28176824.1,18-MAY-2024,1797,INE255A01020,
EQUAL50ADD,EQ,290.55,292.89,290.35,292.72,292.69,290.54,538,156518.5,18-MAY-2024,28,INF740KA1QK2,
EQUIPPP,BE,27.95,28.8,26.75,27.85,27.9,27.95,6505,182581.2,18-MAY-2024,21,INE217G01035,
EQUITASBNK,EQ,95.85,95.85,91.7,93.85,94.15,95.1,538795,50830516.25,18-MAY-2024,3036,INE063P01018,
ERIS,EQ,886.5,900.15,866.1,897.25,893,886.5,11175,9988397.5,18-MAY-2024,1033,INE406M01024,
EROSMEDIA,EQ,21.4,21.65,21.1,21.45,21.5,21.35,81118,1745886.65,18-MAY-2024,212,INE416L01017,
ESABINDIA,EQ,5976.8,6092.25,5869.95,5922.75,5960,5914.2,816,4837603.5,18-MAY-2024,285,INE284A01012,
ESAFSFB,EQ,55.25,56.8,55,55.6,55.75,54.7,360409,20146336.5,18-MAY-2024,2141,INE818W01011,
ESCONET,SM,227.8,231,226.9,230.55,230.85,221.5,8000,1837640,18-MAY-2024,10,INE0RQZ01017,
ESCORTS,EQ,3791.1,3960,3776.15,3923.3,3888.95,3800.55,75121,293615812.2,18-MAY-2024,5927,INE042A01014,
ESFL,SM,170,171.35,165,167.9,168.55,166.2,10800,1810080,18-MAY-2024,18,INE0ITO01014,
ESG,EQ,37.83,37.92,37.78,37.85,37.86,37.82,9196,348020.2,18-MAY-2024,64,INF769K01GS9,
ESILVER,EQ,88.7,92.2,88.7,92,92,88.01,5287,482609.86,18-MAY-2024,49,INF754K01SF3,
ESSARSHPNG,EQ,28.85,29.2,28.05,28.5,28.6,28.4,81064,2328674.1,18-MAY-2024,555,INE122M01019,
ESSENTIA,BE,3.8,3.8,3.8,3.8,3.8,3.85,142141,540135.8,18-MAY-2024,221,INE418N01035,
ESTER,EQ,123.8,129.95,123.15,124.3,123.85,123.8,81200,10237099.4,18-MAY-2024,1063,INE778B01029,
ETHOSLTD,EQ,2420.05,2499,2420.05,2475.3,2462,2403.65,5057,12489474.95,18-MAY-2024,1163,INE04TZ01018,
EUROTEXIND,BE,13.3,13.3,13.3,13.3,13.3,12.7,1584,21067.2,18-MAY-2024,13,INE022C01012,
EVEREADY,EQ,334,334.05,329.05,331.4,332,333.65,27745,9217421.75,18-MAY-2024,1045,INE128A01029,
EVERESTIND,EQ,1179.55,1194.85,1170,1176.5,1175.55,1179,387,455704.15,18-MAY-2024,48,INE295A01018,
EXCEL,EQ,0.55,0.55,0.5,0.55,0.55,0.5,2792390,1483168.75,18-MAY-2024,2308,INE688J01023,
EXCELINDUS,EQ,990,1039.1,981.95,1031.55,1028.7,989.8,4771,4911749.55,18-MAY-2024,388,INE369A01029,
EXICOM,EQ,286.6,288,283.2,284.55,284,284.55,183758,52579992.9,18-MAY-2024,3249,INE777F01014,
EXIDEIND,EQ,479.5,482.3,474.25,476.35,475.2,476.3,604002,288455280.85,18-MAY-2024,10352,INE302A01020,
EXPLEOSOL,EQ,1323.1,1328,1310,1319.8,1318.7,1320.65,1833,2416471.3,18-MAY-2024,199,INE201K01015,
EXXARO,EQ,99.35,100.35,98.1,99.4,99.5,99.35,15745,1561238.05,18-MAY-2024,318,INE0GFE01018,
FACT,EQ,692,707.5,677.1,696.3,696,691.75,56880,39544617.95,18-MAY-2024,2493,INE188A01015,
FAIRCHEMOR,EQ,1396.9,1418,1382.9,1397.7,1385,1396.85,2768,3873983.2,18-MAY-2024,306,INE0DNW01011,
FAZE3Q,EQ,429,434.7,413.95,416.2,415,430.1,18474,7777673.85,18-MAY-2024,895,INE963C01033,
FCL,EQ,360.15,364.95,358.4,359.8,359.75,360.15,46844,16893866.4,18-MAY-2024,2033,INE045J01026,
FCONSUMER,BE,1.1,1.1,1.05,1.05,1.1,1.05,2075949,2242516.45,18-MAY-2024,1855,INE220J01025,
FCSSOFT,EQ,3.9,3.95,3.85,3.95,3.95,3.85,1313759,5145748.15,18-MAY-2024,1643,INE512B01022,
FDC,EQ,483.4,489.95,480,483.85,485,478.05,93674,45357255.5,18-MAY-2024,3401,INE258B01022,
FEDERALBNK,EQ,164.5,164.75,163.1,163.85,163.75,163.85,596391,97719270.1,18-MAY-2024,5874,INE171A01029,
FEDFINA,EQ,124.9,124.9,123.9,124,124,124,27653,3433297.7,18-MAY-2024,636,INE007N01010,
FEL,BZ,0.75,0.75,0.65,0.75,0.7,0.7,36122,26445.35,18-MAY-2024,32,INE623B01027,
FELIX,SM,388.5,388.5,388,388,388,370,1000,388250,18-MAY-2024,2,INE901X01013,
FIBERWEB,EQ,36.1,38.15,35.65,37.25,36.8,36.35,75714,2809607.85,18-MAY-2024,393,INE296C01020,
FIDEL,SM,109.95,110,105,106.65,105,106.95,7000,756900,18-MAY-2024,6,INE0LQQ01019,
FIEMIND,EQ,1205,1205.1,1165,1195.8,1195.9,1198.25,5138,6148858.2,18-MAY-2024,696,INE737H01014,
FILATEX,EQ,55.75,57,55.75,56.6,56.8,55.75,339480,19175045.25,18-MAY-2024,1485,INE816B01035,
FILATFASH,EQ,12.1,12.15,11.85,11.95,12,12,421065,5049134.8,18-MAY-2024,1369,INE185E01013,
FINCABLES,EQ,1062,1065,1044.9,1054.35,1054,1055.4,14572,15385985.7,18-MAY-2024,1532,INE235A01022,
FINEORG,EQ,4463.15,4496.8,4333.55,4376.65,4372,4461.25,6574,28817338.35,18-MAY-2024,1633,INE686Y01026,
FINIETF,EQ,23.7,23.7,23.5,23.61,23.63,23.54,50103,1182300.12,18-MAY-2024,216,INF109KC17L8,
FINOPB,EQ,285,285,275.9,278.45,279.3,281.1,56170,15660119.25,18-MAY-2024,1205,INE02NC01014,
FINPIPE,EQ,295,298.8,294.45,297.05,297.3,295.5,108844,32312910.35,18-MAY-2024,2613,INE183A01024,
FIVESTAR,EQ,751,751,738.05,740.6,741.8,739.25,12847,9529654.95,18-MAY-2024,1150,INE128S01021,
