SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SADBHAV,BE,29.6,30.85,29.4,30.6,30.7,29.45,370219,11307068.45,18-MAY-2024,487,INE226H01026,
SADBHIN,EQ,6.8,6.95,6.4,6.7,6.9,6.65,121818,817352.95,18-MAY-2024,313,INE764L01010,
SADHAV,SM,243.4,248,243.4,246.4,246.95,239.7,32400,7978260,18-MAY-2024,27,INE0K5H01010,
SADHNANIQ,EQ,69.95,69.95,66.75,67.7,67.9,69.85,143834,9712165.35,18-MAY-2024,1175,INE888C01040,
SAFARI,EQ,2174,2174,2090.05,2112.45,2101.95,2079.05,18479,39486055.25,18-MAY-2024,1926,INE429E01023,
SAGARDEEP,EQ,28.55,28.9,26.85,27.6,27.95,28.1,9166,255063.9,18-MAY-2024,68,INE976T01013,
SAGCEM,EQ,218.6,219.95,216,217.05,216,218.6,11905,2594099.15,18-MAY-2024,480,INE229C01021,
SAH,EQ,95.65,100.4,93.4,97.15,97.35,95.7,30673,2942497.4,18-MAY-2024,147,INE035801013,
SAHANA,SM,1050,1050,995.05,1027.25,1045,1025.3,11000,11250537.5,18-MAY-2024,41,INE0LEX01011,
SAHYADRI,EQ,357.9,375.75,355.1,373.3,374.75,357.9,9407,3510297.9,18-MAY-2024,189,INE280H01015,
SAIFL,SM,85.55,87.5,84.95,87,87,85.55,10400,894080,18-MAY-2024,13,INE0PZA01015,
SAIL,EQ,167.85,171.6,167.5,169.15,168.1,166.9,15633013,2657288137.05,18-MAY-2024,38124,INE114A01011,
SAKAR,EQ,338.7,357.95,338.7,352,353.9,345.6,3014,1065362.15,18-MAY-2024,77,INE732S01012,
SAKHTISUG,EQ,34.2,34.85,33.95,34.35,34.7,34.2,92484,3190916.65,18-MAY-2024,371,INE623A01011,
SAKSOFT,EQ,276.25,280.9,272.05,279.65,279.8,276.25,36438,10167123.3,18-MAY-2024,1710,INE667G01023,
SAKUMA,EQ,26.95,28,26.75,27.3,27.25,26.7,105950,2892176.45,18-MAY-2024,453,INE190H01024,
SALASAR,EQ,20.35,20.6,20.2,20.45,20.45,20.25,881031,18015173.35,18-MAY-2024,2770,INE170V01027,
SALONA,EQ,298.8,309,290.3,305.3,306.95,294.7,4972,1512690.05,18-MAY-2024,224,INE498E01010,
SALSTEEL,BE,21.65,21.65,21.65,21.65,21.65,22.1,4418,95649.7,18-MAY-2024,16,INE658G01014,
SALZERELEC,EQ,788.95,813.9,781.5,797.7,799.9,775.5,20748,16608574.6,18-MAY-2024,948,INE457F01013,
SAMBHAAV,BE,5.3,5.55,5.2,5.3,5.3,5.3,6198,32851.7,18-MAY-2024,29,INE699B01027,
SAMHI,EQ,201.7,204.95,201.1,203.2,202.35,200.85,117244,23775305.7,18-MAY-2024,1675,INE08U801020,
SAMPANN,EQ,25,26.8,24.4,25.55,25.15,25.6,33490,848815.05,18-MAY-2024,181,INE735M01018,
SANDESH,EQ,1210.2,1217.35,1201.15,1205.95,1208,1209.15,231,278531.8,18-MAY-2024,75,INE583B01015,
SANDHAR,EQ,526.95,532,510.05,517.65,518,521.75,27604,14468275.85,18-MAY-2024,1546,INE278H01035,
SANDUMA,EQ,545,546,537,540.95,540.15,531.5,152289,82635055.5,18-MAY-2024,3559,INE149K01016,
SANG-RE,BE,2.75,2.75,2.75,2.75,2.75,2.9,30099,82772.25,18-MAY-2024,93,INE753W20010,
SANGAMIND,EQ,387,390.55,380,386.7,387.5,390.55,20567,7935694.9,18-MAY-2024,630,INE495C01010,
SANGHIIND,EQ,92.1,93,92.1,92.2,92.25,92.3,43543,4021752.25,18-MAY-2024,514,INE999B01013,
SANGHVIMOV,EQ,1194.95,1225,1191,1217.35,1224.95,1176.85,142456,172828476.95,18-MAY-2024,6382,INE989A01024,
SANGINITA,BE,23.95,24.4,22.3,23.55,23.95,23.45,70464,1607111.5,18-MAY-2024,171,INE753W01010,
SANOFI,EQ,8928.2,8953.15,8825,8869.25,8825.2,8851.95,2098,18710602.75,18-MAY-2024,598,INE058A01010,
SANSERA,EQ,1051.7,1064.4,1041.8,1060.2,1061,1041.75,15983,16906125.65,18-MAY-2024,1454,INE953O01021,
SAPPHIRE,EQ,1382.3,1396.75,1376.5,1383.8,1376.5,1390.95,2943,4089216.4,18-MAY-2024,412,INE806T01012,
SARDAEN,EQ,269,271,266.9,269.7,269.9,267.15,56188,15122385.25,18-MAY-2024,1282,INE385C01021,
SAREGAMA,EQ,439.85,439.85,420.05,431.35,432.1,437.35,45925,19915215.4,18-MAY-2024,1445,INE979A01025,
SARLAPOLY,EQ,92.9,94.8,92.4,94,94.2,92.8,442121,41519337.4,18-MAY-2024,2758,INE453D01025,
SARTELE,SM,274.45,275,265,267.95,271,267.5,36000,9695825,18-MAY-2024,51,INE0PUC01020,
SARVESHWAR,BE,9.6,9.65,9.45,9.5,9.5,9.45,968059,9217935.85,18-MAY-2024,2078,INE324X01026,
SASKEN,EQ,1557,1575,1535.9,1561.6,1564,1545,1387,2160898.95,18-MAY-2024,256,INE231F01020,
SASTASUNDR,EQ,289.05,300.95,289.05,297.2,298,288.95,7020,2079724.05,18-MAY-2024,307,INE019J01013,
SATIA,EQ,115.75,116.85,115.45,115.8,115.95,115.55,54103,6269101,18-MAY-2024,701,INE170E01023,
SATIN,EQ,240.1,242.5,238.75,240.6,240,240.1,34203,8229536.4,18-MAY-2024,764,INE836B01017,
SATINDLTD,EQ,94.25,96.8,92.2,94.2,94.25,93.45,158771,15017359.7,18-MAY-2024,695,INE065D01027,
SAURASHCEM,EQ,116.05,118.8,116.05,117.5,117.5,116.75,12560,1476537.7,18-MAY-2024,226,INE626A01014,
SBC,EQ,28.1,28.45,27.7,28.1,28,28.1,332123,9331301.45,18-MAY-2024,1157,INE04AK01028,
SBCL,EQ,525.9,530.1,522.95,526.15,528.8,523.35,22646,11904070.95,18-MAY-2024,1411,INE386D01027,
SBFC,EQ,82.9,82.95,82.05,82.65,82.6,81.9,216983,17923402.55,18-MAY-2024,1300,INE423Y01016,
SBGLP,EQ,121.55,124,120.3,123.15,123.4,121.3,122343,14978914.8,18-MAY-2024,1064,INE05ST01028,
SBICARD,EQ,716.95,717.5,712.8,714.75,715.1,714.9,70656,50543621.4,18-MAY-2024,4071,INE018E01016,
SBIETFCON,EQ,109,111.01,107.43,108.12,108.4,107.71,1463,158371.31,18-MAY-2024,39,INF200KA1X17,
SBIETFIT,EQ,356.57,356.57,352.9,355.47,355.8,354.98,1510,536384.73,18-MAY-2024,74,INF200KA1S14,
SBIETFPB,EQ,243,245.99,240,243.51,242.01,242.86,4069,986860.47,18-MAY-2024,80,INF200KA1S22,
SBIETFQLTY,EQ,203.43,205,203.43,204.27,204.15,204.17,6527,1333626.4,18-MAY-2024,26,INF200KA1WX6,
SBILIFE,EQ,1434,1444.1,1430.5,1439.85,1434.75,1434.2,29747,42779531.9,18-MAY-2024,2199,INE123W01016,
SBIN,EQ,822,823,819.2,821,821.5,817.85,960453,788496867.55,18-MAY-2024,18745,INE062A01020,
SCHAEFFLER,EQ,4422.45,4450,4361.5,4382.45,4371,4311.65,8043,35518634.5,18-MAY-2024,1563,INE513A01022,
SCHAND,EQ,233.7,235.85,230.45,234.1,235.5,231.9,11261,2639130.8,18-MAY-2024,246,INE807K01035,
SCHNEIDER,EQ,921.1,921.1,899.9,919.9,918,877.25,169967,155811467.2,18-MAY-2024,3593,INE839M01018,
SCI,EQ,229.15,234.8,226.55,230.95,231,234.7,1622531,376033509.2,18-MAY-2024,15404,INE109A01011,
SCILAL,EQ,71.3,71.95,70.05,70.25,70.2,69.9,421458,29730045.5,18-MAY-2024,2168,INE0PB301013,
SCML,SM,116.55,116.55,116.55,116.55,116.55,116.55,8000,932400,18-MAY-2024,4,INE460Q01014,
SCPL,EQ,465,476,455,459.3,459.75,465,10756,4959737.65,18-MAY-2024,416,INE501Y01019,
SDBL,EQ,306.9,307,305,305.9,306.5,304.45,49540,15167488.05,18-MAY-2024,1277,INE480C01020,
SDL24BEES,EQ,121.7,121.7,120.91,120.91,120.91,121.58,5,606.13,18-MAY-2024,3,INF204KB18W4,
SEAMECLTD,EQ,1077.95,1078,1040,1067.15,1069,1046,2293,2448991.8,18-MAY-2024,106,INE497B01018,
SECL,SM,19.6,19.6,19.6,19.6,19.6,18.7,12500,245000,18-MAY-2024,2,INE00Y701026,
SECMARK,BE,109.9,109.9,107,108.4,109.75,110.9,40,4350.65,18-MAY-2024,6,INE0BTM01013,
SECURCRED,EQ,15.9,15.9,15.45,15.45,15.45,15.65,565017,8757004.5,18-MAY-2024,506,INE195Y01010,
SECURKLOUD,BE,43.1,43.15,41,42.85,42.85,41.1,5339,229320.55,18-MAY-2024,45,INE650K01021,
SEJALLTD,BE,329,329,310,314.95,324.95,320.3,457,143048.35,18-MAY-2024,9,INE955I01044,
SEL,SM,450,453,450,453,453,431.45,2800,1265920,18-MAY-2024,7,INE0O3O01017,
SELAN,EQ,655,655,641.15,649.3,648.6,648.35,8892,5775616.7,18-MAY-2024,470,INE818A01017,
SELMC,EQ,72.1,72.1,68.5,69.45,70.4,69.25,1640,114028.9,18-MAY-2024,66,INE105I01020,
SEMAC,EQ,1192.9,1192.9,1192.9,1192.9,1192.9,1255.65,1640,1956356,18-MAY-2024,105,INE617A01013,
SENCO,EQ,870.4,877,855,874.75,876,869.7,15046,13141089.5,18-MAY-2024,1171,INE602W01019,
SENSEXADD,EQ,75.81,75.81,74.06,74.7,74.7,74.32,844,62757.13,18-MAY-2024,16,INF740KA1SZ6,
SENSEXETF,EQ,75,75.67,74.02,74.63,74.72,74.47,12280,917924.99,18-MAY-2024,116,INF769K01KT9,
SENSEXIETF,EQ,831.23,832.16,824.2,825.32,824.2,825.14,297,245884.98,18-MAY-2024,14,INF346A01034,
SEPC,EQ,19.35,19.35,19.05,19.2,19.2,19.4,846395,16233246.05,18-MAY-2024,1130,INE964H01014,
SEQUENT,EQ,116.35,117.6,115.75,116.55,117.1,116.2,105236,12274229.2,18-MAY-2024,1038,INE807F01027,
SERVICE,SM,62.05,62.05,62.05,62.05,62.05,65,2000,124100,18-MAY-2024,1,INE0P1Q01015,
SERVOTECH,EQ,84.1,86.9,84.1,84.55,84.9,84.65,234288,19977223.35,18-MAY-2024,2001,INE782X01033,
SESHAPAPER,EQ,330.3,334.25,330.3,332.7,333.4,330.3,8999,2991841.4,18-MAY-2024,268,INE630A01024,
SETCO,BE,12,12,12,12,12,12.25,3877,46524,18-MAY-2024,22,INE878E01021,
SETF10GILT,EQ,234.88,234.88,229.43,232.42,232.65,232.29,4956,1146688.85,18-MAY-2024,39,INF200KA1JT1,
SETFGOLD,EQ,65.75,65.89,64.01,64.55,64.41,63.82,168098,10831559.39,18-MAY-2024,986,INF200KA16D8,
SETFNIF50,EQ,235.73,237,234.95,235.58,235.9,235.24,27699,6524431.1,18-MAY-2024,490,INF200KA1FS1,
SETFNIFBK,EQ,491.99,491.99,487.35,488.21,488.01,487.12,4459,2176069.82,18-MAY-2024,95,INF200KA1580,
SETFNN50,EQ,712.98,730,705.35,720.18,719,705.34,9186,6579792.89,18-MAY-2024,382,INF200KA1598,
SEYAIND,BE,25.3,25.3,24.95,24.95,24.95,24.15,2124,53526.95,18-MAY-2024,19,INE573R01012,
SFL,EQ,937.8,937.8,910.15,931,932,928.8,13379,12473043.1,18-MAY-2024,853,INE916U01025,
SGBAPR28I,GB,7466.65,7530,7466.65,7500,7500,7340,123,921701.15,18-MAY-2024,10,IN0020200062,
SGBAUG24,GB,7225,7350,7221,7350,7350,7290.15,22,159927.17,18-MAY-2024,9,IN0020160027,
SGBAUG27,GB,7350,7350,7300,7300,7300,7345.55,15,109600,18-MAY-2024,4,IN0020190107,
SGBAUG28V,GB,7390,7399.95,7302,7380.02,7397,7289.75,105,773990.85,18-MAY-2024,34,IN0020200161,
SGBAUG29V,GB,7320,7360,7301,7301,7301,7283.33,43,314726,18-MAY-2024,7,IN0020210129,
SGBAUG30,GB,7350,7399,7260,7315.28,7285,7327.49,172,1261256.14,18-MAY-2024,37,IN0020220078,
SGBD29VIII,GB,7280,7470,7280,7308.42,7290.07,7290,96,703762.7,18-MAY-2024,24,IN0020210228,
SGBDE30III,GB,7358.41,7358.41,7280,7302.54,7280,7358.41,7,51117.82,18-MAY-2024,3,IN0020220110,
SGBDE31III,GB,7325.05,7450,7325.05,7424.28,7430,7325.05,1063,7881440.6,18-MAY-2024,115,IN0020230168,
SGBDEC26,GB,7380,7380,7380,7380,7380,7200,1,7380,18-MAY-2024,1,IN0020180389,
SGBFEB29XI,GB,7270,7475,7270,7380,7380,7271,145,1073425.61,18-MAY-2024,26,IN0020200393,
SGBFEB32IV,GB,7415.02,7480,7415,7440.86,7430,7400.04,679,5049140.23,18-MAY-2024,105,IN0020230184,
SGBJAN29IX,GB,7275,7321,7260,7288,7260,7280.1,81,590335.1,18-MAY-2024,9,IN0020200377,
SGBJAN29X,GB,7251,7251,7251,7251,7251,7251,23,166773,18-MAY-2024,1,IN0020200385,
SGBJAN30IX,GB,7250,7325,7250,7265,7265,7237.46,22,159725,18-MAY-2024,3,IN0020210236,
SGBJU29III,GB,7265,7380,7265,7306.32,7330,7269.91,115,837547.3,18-MAY-2024,14,IN0020210087,
SGBJUL28IV,GB,7260,7321,7260,7270,7270,7260,40,291110,18-MAY-2024,6,IN0020200146,
SGBJUL29IV,GB,7255,7330,7226,7304.13,7300,7258.45,94,685483.95,18-MAY-2024,27,IN0020210111,
SGBJUN28,GB,7280.1,7281,7280.1,7280.91,7281,7280,11,80090.1,18-MAY-2024,2,IN0020200104,
SGBJUN29II,GB,7260,7301,7253.06,7291.51,7301,7261.96,31,225967.06,18-MAY-2024,4,IN0020210061,
SGBJUN30,GB,7325,7349.9,7325,7349.9,7349.9,7300,18,131924.7,18-MAY-2024,6,IN0020220045,
SGBJUN31I,GB,7308.74,7407.9,7308,7345.67,7357.57,7269.74,84,615910.98,18-MAY-2024,33,IN0020230069,
SGBMAR25,GB,7380,7380,7299.99,7299.99,7299.99,7281.07,6,43879.95,18-MAY-2024,3,IN0020160126,
SGBMAR28X,GB,7300,7370,7300,7370,7370,7240.36,80,584836,18-MAY-2024,4,IN0020190552,
SGBMAR30X,GB,7261,7310,7261,7290,7290,7260,36,262040,18-MAY-2024,9,IN0020210319,
SGBMAR31IV,GB,7350,7350,7251,7300,7300,7251.37,38,277457,18-MAY-2024,10,IN0020220169,
SGBMAY25,GB,7270,7270,7270,7270,7270,7278.5,3,21810,18-MAY-2024,1,IN0020170018,
SGBMAY29I,GB,7275,7360,7275,7322.13,7344.99,7290.24,133,973558.25,18-MAY-2024,17,IN0020210053,
SGBMR29XII,GB,7250,7320,7250,7290,7290,7239.25,131,954625,18-MAY-2024,12,IN0020200427,
SGBN28VIII,GB,7259.99,7299.99,7251.1,7285.91,7294.99,7260.72,523,3808561.71,18-MAY-2024,66,IN0020200286,
SGBNOV24,GB,7300,7363.4,7268,7277.89,7325,7300,71,519229.8,18-MAY-2024,17,IN0020160076,
SGBNOV25,GB,7390,7390,7350,7363.33,7350,7290,3,22090,18-MAY-2024,3,IN0020170091,
SGBNOV26,GB,7310,7310,7310,7310,7310,7239.98,1,7310,18-MAY-2024,1,IN0020180314,
SGBNV29VII,GB,7250,7399,7250,7263.69,7281.99,7245.92,85,620799.99,18-MAY-2024,22,IN0020210178,
SGBOC28VII,GB,7375,7375,7231.01,7300,7300,7237,85,619960.1,18-MAY-2024,12,IN0020200203,
SGBOCT25IV,GB,7172,7205,7172,7205,7205,7250,5,35959,18-MAY-2024,2,IN0020170067,
SGBSEP24,GB,7350,7350,7248.95,7279.8,7335,7250.05,29,211184.62,18-MAY-2024,4,IN0020160043,
SGBSEP27,GB,7325,7325,7300,7300,7300,7250,70,512425,18-MAY-2024,5,IN0020190115,
SGBSEP28VI,GB,7293.39,7380,7211,7300,7300,7293.39,126,917865.87,18-MAY-2024,19,IN0020200195,
SGBSEP29VI,GB,7265,7300,7221,7294.44,7300,7268.24,61,443334.65,18-MAY-2024,20,IN0020210145,
SGBSEP31II,GB,7374.9,7399.95,7255.01,7360.6,7399.95,7230.77,609,4475030.61,18-MAY-2024,86,IN0020230093,
SGIL,EQ,365,367,353.05,359.4,359.95,354.95,5549,2008532.05,18-MAY-2024,232,INE00QT01015,
SGL,EQ,15.15,15.9,14.75,15.5,15.65,15.25,11368,175533.2,18-MAY-2024,61,INE353H01010,
SHAH,EQ,3.95,3.95,3.8,3.9,3.9,3.8,186251,720654.45,18-MAY-2024,445,INE482J01021,
SHAHALLOYS,EQ,60.8,61.8,59.05,60.9,60.85,61.95,9066,548338.4,18-MAY-2024,138,INE640C01011,
SHAILY,EQ,670.05,684,667.95,674.15,677,672.6,5203,3515073.5,18-MAY-2024,403,INE151G01028,
SHAKTIPUMP,EQ,2681.1,2681.1,2679,2681.1,2681.1,2553.45,19702,52821580.8,18-MAY-2024,411,INE908D01010,
SHALBY,EQ,275,282.9,275,277.1,275.15,275.85,27229,7565503.9,18-MAY-2024,821,INE597J01018,
SHALPAINTS,EQ,155.35,165.2,154.45,162.2,162.6,159.65,70002,11270684.4,18-MAY-2024,1096,INE849C01026,
SHANKARA,EQ,677,677,660,665.45,663.05,650.15,24201,16126831.7,18-MAY-2024,1099,INE274V01019,
SHANTHALA,SM,72.35,72.55,72.35,72.55,72.55,75,4800,347880,18-MAY-2024,4,INE0Q9Q01017,
SHANTI,BE,17,17,15.55,16,16,16.2,6144,100259.65,18-MAY-2024,45,INE933X01016,
SHANTIGEAR,EQ,574.55,574.55,563,568.1,568,568.3,3720,2117502.25,18-MAY-2024,304,INE631A01022,
SHARDACROP,EQ,415.5,421,407.35,414.55,411.1,412.85,29615,12297413.15,18-MAY-2024,1516,INE221J01015,
SHARDAMOTR,EQ,1495,1519,1488.6,1494.7,1500,1483.6,10006,15001634,18-MAY-2024,1598,INE597I01028,
SHAREINDIA,EQ,1625.95,1690,1618,1658.15,1657,1619.85,35981,59405368.75,18-MAY-2024,1680,INE932X01018,
SHAREINDIA,W1,1051,1085,1051,1084.65,1085,1061.8,288,312239,18-MAY-2024,7,INE932X13013,
SHARIABEES,EQ,490,491.95,479.67,487.05,484.38,485.66,165,80408.88,18-MAY-2024,30,INF732E01128,
SHEETAL,ST,65.75,65.75,65.75,65.75,65.75,65.5,2000,131500,18-MAY-2024,1,INE04VX01019,
SHEMAROO,EQ,157.5,160.55,156,157.05,157.2,157.45,9670,1521091.45,18-MAY-2024,200,INE363M01019,
SHERA,SM,186.8,188.95,184,188.15,188.95,187.7,17000,3170250,18-MAY-2024,16,INE0MM001019,
SHILPAMED,EQ,504,509.25,497.35,501.5,501.1,499.25,37943,19167233.5,18-MAY-2024,1923,INE790G01031,
SHIVALIK,EQ,624,624,600.75,605.95,607,613.6,4793,2919733.6,18-MAY-2024,285,INE788J01021,
SHIVAMAUTO,EQ,39,39.95,38.75,39.65,39.55,38.75,8124,320273.25,18-MAY-2024,94,INE637H01024,
SHIVAMILLS,EQ,99.15,102.25,96,96.9,97.15,98.75,28989,2829913.35,18-MAY-2024,395,INE644Y01017,
SHIVATEX,EQ,155.75,155.75,152.5,153.05,153.9,153.95,680,104192.65,18-MAY-2024,75,INE705C01020,
SHK,EQ,194,197.5,193.15,196,196,194.3,46501,9115458.45,18-MAY-2024,830,INE500L01026,
SHOPERSTOP,EQ,746.1,760.7,742,751.15,751,752.75,4298,3230018.9,18-MAY-2024,385,INE498B01024,
SHRADHA,EQ,83.6,86.45,81.5,85.55,85.3,82.45,121464,10353674.75,18-MAY-2024,563,INE715Y01023,
SHREDIGCEM,EQ,107.3,108,106.5,107.45,107.45,106.8,67743,7284761.1,18-MAY-2024,906,INE232A01011,
SHREECEM,EQ,26299.95,26350.85,26013.1,26288.7,26144.55,26305.8,2019,52961263.65,18-MAY-2024,1111,INE070A01015,
SHREEKARNI,SM,426.9,427,421,421.65,421,426.9,7200,3051900,18-MAY-2024,12,INE0S4Y01010,
SHREEOSFM,SM,119.9,119.9,118,118,118,118.1,2000,237900,18-MAY-2024,2,INE02S501018,
SHREEPUSHK,EQ,188.55,193.8,184,191.85,191.25,188.55,15567,2951440.45,18-MAY-2024,672,INE712K01011,
SHREERAMA,BE,29.45,29.7,26.95,29.05,29,28.35,70764,2040863.75,18-MAY-2024,158,INE879A01019,
SHRENIK,EQ,0.95,1,0.95,0.95,1,0.95,351967,342049.5,18-MAY-2024,380,INE632X01030,
SHREYANIND,EQ,240.95,242.05,236.55,240.4,240.1,242.1,2331,557817.3,18-MAY-2024,129,INE231C01019,
SHREYAS,EQ,301.85,303.95,296.2,297.45,298.7,300.1,5401,1617608.35,18-MAY-2024,324,INE757B01015,
SHRIPISTON,EQ,2029,2079,2021,2067.75,2079,1999.9,30864,63459476.8,18-MAY-2024,2003,INE526E01018,
SHRIRAMFIN,EQ,2379.8,2394.9,2355.05,2370.45,2373.25,2371.6,59452,141099222,18-MAY-2024,4291,INE721A01013,
SHRIRAMPPS,EQ,118.35,119.45,117.75,118.05,117.9,117.65,172265,20396318.95,18-MAY-2024,1896,INE217L01019,
SHUBHLAXMI,SM,43,43.55,42.8,42.9,42.8,41.5,20000,858500,18-MAY-2024,16,INE01Z401013,
SHYAMCENT,BE,18.05,18.85,18.05,18.25,18.15,18.05,26761,488182.5,18-MAY-2024,111,INE979R01011,
SHYAMMETL,EQ,627.95,647.5,620.3,644.25,645.5,624.55,561571,358692902.95,18-MAY-2024,5993,INE810G01011,
SHYAMTEL,BE,16.7,16.7,16.7,16.7,16.7,16.7,141,2354.7,18-MAY-2024,3,INE635A01023,
SICALLOG,BE,187.8,187.8,182.25,186.5,186.5,184.9,547,101510.45,18-MAY-2024,14,INE075B01020,
SIDDHIKA,SM,269,269,269,269,269,256.2,4500,1210500,18-MAY-2024,4,INE0A1E01018,
SIEMENS,EQ,7225.6,7225.6,7188.05,7202.15,7204,7185.35,26057,187803383.1,18-MAY-2024,3957,INE003A01024,
SIGACHI,EQ,66,69.2,66,69.2,69.2,65.95,1445002,99368575.05,18-MAY-2024,4911,INE0D0K01022,
SIGIND,EQ,83.9,85.9,83.5,84.1,83.75,83.95,38432,3252473.15,18-MAY-2024,312,INE529F01035,
SIGMA,EQ,404.95,404.95,390.5,396.5,398.85,396.15,2249,895707.3,18-MAY-2024,216,INE0A0S01010,
SIGNATURE,EQ,1316,1320,1294.85,1305.25,1301,1287.55,46364,60443294.25,18-MAY-2024,953,INE903U01023,
SIGNORIA,SM,145.05,147,145.05,146.25,147,150,6000,875100,18-MAY-2024,3,INE0RDE01010,
SIGNPOST,EQ,290,296,290,294.9,296,289.2,7461,2192760.55,18-MAY-2024,195,INE0KGZ01021,
SIKKO,EQ,79.35,79.35,77.3,77.95,78,79.5,2776,217016.3,18-MAY-2024,82,INE112X01017,
SIL,EQ,24.8,25.8,24.1,25.2,25.65,24.6,246333,6185704.55,18-MAY-2024,893,INE173A01025,
SILGO,EQ,34.2,35.15,33.6,34.4,34.65,33.5,23278,804342.15,18-MAY-2024,122,INE01II01013,
SILINV,EQ,494.7,514.4,494.7,499.8,502,494.7,658,328949.5,18-MAY-2024,45,INE923A01015,
SILKFLEX,ST,53.3,53.3,51.65,52.95,53,54.35,66000,3446900,18-MAY-2024,30,INE0STN01015,
SILLYMONKS,EQ,18.8,19.75,18.7,19.7,19.75,18.85,42194,824254.9,18-MAY-2024,136,INE203Y01012,
SILVER,EQ,90,91.62,90,91.62,91.62,87.97,78634,7183051.8,18-MAY-2024,419,INF209KB19F6,
SILVER1,EQ,89,89.21,88.21,89.21,89.21,85.6,18772,1673394.91,18-MAY-2024,65,INF174KA1KU9,
SILVERADD,EQ,86.52,88.65,86.52,88.65,88.65,85.18,4635,409609.15,18-MAY-2024,47,INF740KA1RE3,
SILVERBEES,EQ,86,88.37,86,88.37,88.37,84.8,2206875,194783286.48,18-MAY-2024,5352,INF204KC1402,
SILVERETF,EQ,88.96,90.36,88.96,90.36,90.36,87.28,52572,4746995.07,18-MAY-2024,173,INF789F1AYK6,
SILVERIETF,EQ,89,91.58,89,91.58,91.58,88.03,866114,79301873.37,18-MAY-2024,672,INF109KC1Y56,
SILVERTUC,EQ,808.95,820,788.9,793.5,794.9,788,3704,2945194.7,18-MAY-2024,155,INE625X01018,
SILVRETF,EQ,88.15,89.68,88.15,89.67,89.68,85.97,7705,690171.92,18-MAY-2024,47,INF769K01KG6,
SIMBHALS,EQ,28.4,28.8,28.2,28.35,28.45,28.4,6341,180140.7,18-MAY-2024,102,INE748T01016,
SIMPLEXINF,BE,137.3,137.3,128.1,132.6,131.1,134.05,17995,2382117.6,18-MAY-2024,47,INE059B01024,
SINCLAIR,EQ,121.5,124.4,121.2,123.05,123,121.5,10252,1255885.7,18-MAY-2024,189,INE985A01022,
SINDHUTRAD,EQ,23.25,23.5,22.95,23.1,23.05,22.95,108507,2507483.2,18-MAY-2024,329,INE325D01025,
SIRCA,EQ,324.95,329,310,318.85,318.5,323.35,49604,15980295.55,18-MAY-2024,1757,INE792Z01011,
SIS,EQ,425.1,431,421.75,424.15,425,423.65,8995,3823115.2,18-MAY-2024,620,INE285J01028,
SIYSIL,EQ,461.45,463.55,454.1,460.65,458,455.95,5818,2675092.2,18-MAY-2024,402,INE076B01028,
SJLOGISTIC,SM,441.95,441.95,430,431.85,431,433.55,12500,5416175,18-MAY-2024,24,INE0F3301020,
SJS,EQ,627,642.15,627,637.85,637,626.25,35047,22351056.25,18-MAY-2024,1578,INE284S01014,
SJVN,EQ,135.45,135.7,134.1,134.7,134.7,134.75,2682404,361804067.3,18-MAY-2024,16532,INE002L01015,
SKFINDIA,EQ,6100,6284.4,6021.05,6168.7,6107,5985.15,21670,133264711.8,18-MAY-2024,3559,INE640A01023,
SKIPPER,EQ,327,332,325,329,330,324.7,52300,17139349.3,18-MAY-2024,2452,INE439E01022,
SKIPPERPP,E1,179.75,179.75,179.75,179.75,179.75,179.95,1,179.75,18-MAY-2024,1,IN9439E01012,
SKMEGGPROD,EQ,277,281.6,277,279.05,279.15,273.75,16059,4484871.7,18-MAY-2024,947,INE411D01015,
SKP,SM,236.15,238.95,236.1,236.75,238.95,240,5000,1182225,18-MAY-2024,9,INE0KZA01016,
SKYGOLD,BE,1289,1289,1225,1256.05,1260,1258.9,2416,3035589.8,18-MAY-2024,127,INE01IU01018,
SLONE,ST,82.9,91.6,82.9,91.6,91.6,87.25,360000,30967040,18-MAY-2024,145,INE0SMA01017,
SMALLCAP,EQ,46.94,47.14,46.81,47.07,47.09,46.84,129420,6081484.85,18-MAY-2024,698,INF769K01LC3,
SMARTLINK,BE,301.5,301.5,292.1,294.05,293.15,301.05,7673,2273045.55,18-MAY-2024,199,INE178C01020,
SMCGLOBAL,EQ,169.7,169.7,164.2,166.8,166.45,167.2,178601,29761586.55,18-MAY-2024,1846,INE103C01036,
SMLISUZU,EQ,2089.95,2148,2083.9,2123.6,2121,2070.6,7843,16644176.3,18-MAY-2024,788,INE294B01019,
SMLT,EQ,254,259.7,240.05,255.6,254,247.35,20651,5299628.1,18-MAY-2024,247,INE017W01010,
SMSLIFE,EQ,652.55,666.95,652.55,661.4,654,652.5,642,424606.7,18-MAY-2024,31,INE320X01016,
SMSPHARMA,EQ,208.6,209.15,205.15,207.5,207.5,206.7,33151,6890124.55,18-MAY-2024,655,INE812G01025,
SNOWMAN,EQ,67.6,68.45,67.3,67.75,67.5,67.15,127709,8684038.75,18-MAY-2024,886,INE734N01019,
SOBHA,EQ,1777,1870,1777,1831.15,1820,1862.55,139066,253701372.1,18-MAY-2024,8338,INE671H01015,
